,label,text
247,2,"Haha they almost spent more time throwing personal insults at each other 
than explaining how they would run their country"
248,1,I can't stand Hillary's zombie stare she looks malicious
249,2,"ABD nin basina gecen baskan degil gostermelik oldugunu biliyoruz artik kan 
dokmeyi birakin tek allah inanci dunya barisi istiyoruz cok sey degil insan 
oldurup hayatlara son vermek guzel bisey degil"
250,0,trump all the way
251,2,"CLINTON HAD THE QUESTIONS ON PAPER AND AT THE END OF THE DEBATE THE SOMEONE 
FROM BACKSTAGE GRABBED THE PAGES INSTANTLY."
252,2,These are even better the second time around 😩
253,2,"Lier CCN woman saaying she is the ONLY ONE who has seen the questions. 
DONNA BRAZILE later admitted she gave questions to Hillary, Shame on CNN 
and DNC, again"
254,1,Hillary Hillary Donald Trump is so ugly
255,2,фуууууууууууууууууууууууу
256,2,our country is really great because it is good.
257,2,"That first question was proof that Hilary had seen them in advance. She 
said "" are you a teacher"" bate."
258,2,On my WEDDING in 2017 the turnout will be 100 per cent.
259,2,my favorite debate.....craziness
260,2,"only found out the questions and no one knows they should be ashamed 
Anderson and that woman"
261,2,"Mrs Clinton spoke just like a politician!... anything she spoke with a 
tongue like a propaganda staff... people nowadays are sick of that..."
262,1,"it's funny how when the audience applauds hillary at min 15 the moderators 
dont say anything, but when trump reks hillary at min 21 they are all like: 
please stop applauding it damages the show :)) nothing to see here guys, no 
bias at all!"
263,1,HILLARY is the best!
264,2," lol that ken bone guy looks like he would be great at doing the creep. 
(the creep by the lonely island on snl)"
265,2,Leonardo DiCaprio for president in 2020!!!
266,2,"I have done some holiday in the beautiful California. And mexican people 
told me - Angela Merkel is wrong."
267,1,"Why would Donald Trump attack the reporters for being descent reporters. 
What does he want them to do, harass Hillary Clinton"
268,2,"Best intro videos 3d and lowerthirds with 4k resolution (3840 x 2160), you 
can only download here: 
https://stock.adobe.com/es/contributor/205124046/fiction-studio
All these are useful for tv editors."
269,1,"now look back the debate, I know why Hillary lost the election."
270,2,He is so right. Every dog has his day.
271,2,Серьёзно...?
272,2,"I'm so glad that my sister, is president. ""Because you'd be in jail"""
273,2,"Ladies and gentlemen we have asked for no applause so questions can be 
asked.... half an hour in the video and 1 question was correctly 
answered....."
274,1,if you hate trump subscribe to me if you hate hillary subscribe to me
275,1,"Hillary went round one with Putin...ha, ha!"
276,2,"That last question was a brilliant armor-piercing question. This debate was 
a circus; little more than a 90 minute argument that the moderators came 
within a few octaves of losing control over it. And then along comes this 
guy, who wants to know one thing that they admire about each other. Just 
brilliant."
277,1,"Don't forget to watch the exclusive clip of Hillary and Donald singing 
''Breaking Free'' on my channel!"
278,2,I laughed so hard during this debate
279,2,how the hell do you read 39 thousand emails
280,2,"lol. you folks act like you're not subject to lust. gtfo. I went to church 
with guys who groped girls they didn't even know. do you folks actually 
think politics are perfect? like these politics don't be messing around in 
the office."
281,2,"Hahahaha Donald face wins! 😂 by the way fly's are going on shit's right? 
14:48"
282,2,And we are the only ones that have seen the questions (lie number 1) lol
283,0,If donald trump have a kid would his kid name Tonald Drump or McDanald
284,2,SO GLAD THAT BITCH LOST HOPEFULLY SHE WILL BE IN JAIL SOON
285,0,"CHINA'S DUMPING STEEL IN U.S. AND TRUMP IS USING IT. THAT IS AWESOME. NO 
WASTE, NO RUBISH. SMART! LOVE THE IDEA."
286,0,"Trump's policy towards the Middle East and especially The Muslims should 
trigger a third World War ."
287,2,"booom bitch, get out da way. lol"
288,1,"Hillary 2016 ""we are great because we are good"""
289,2,"if this election were to be held in Africa, i would have said it is 
rig.......but big America voted for a person who talk nothing but attack on 
her colleaques without making sense"
290,0,"I never watched these debates until now , I would of voted for trump he's 
so honest Hilary sound so scripted and only cares about attaching trump at 
every beginning of her arguments. She lies to much. She doesn't care about 
us just are votes. Watch her disappear if she wins."
291,2,Anderson Cooper is gay
292,2,"syria... has anybody seen the movie scarface? the whole bit about the cuban 
crime wave? that's exactly what will happen if we let them in. there will 
be hard working honest innocent people like tony montana's sister and his 
mother BUT PEOPLE LIKE TONY MONTANA WILL ALSO BE MIXED IN AMONG THEM! it's 
sad and little kids being bombed breaks my heart but there's no need to 
sacrifice the safety of the american people. there are other ways to help 
them."
293,2,"Terrorists backed by housein Obama brought the war in Syria they are 
responsible for the disaster NOT RUSSIAN AIRFORCE YOU blond SCUMBAG"
294,0,"You do not deserve that trump
Fine,.ok"
295,2,"every time hillary brings up a topic that Trump doesn't want to talk about 
he turns it around on her and completely changes the subject that has 
nothing to do with the original topic of what he did wrong."
296,0,Donald Trump is the best man in the usa
297,2,This bitch at the desk looks like a witch
298,2,20:12 absolute back-breaker and listen to the audience eat it up
299,1,No fair Hillary had the questions all along.
300,2,This debate won Donald the Presidency. He got mad and kicked ass.
301,2,"I love watching this through the lens of her devastating, embarrassing, 
deserved loss. She is, was and will forever be a LIAR. Buh-BYE!!!!!!"
302,0,"Trump`s finest hour this. To come into this debate from such a position of 
weakness and within 10 or so minutes turn defence into attack was seriously 
impressive. Clinton`s constant fake smile told you everything, she couldnt 
believe what was happening and I think it dawned on her that she had 
underestimated her opponent. This was the day the momentum really switched 
towards Trump."
303,2,Hilary got destroyed hahahaha
304,2,"14:36 that look she gives the audience means stfu or you'll ""commit 
suicide"" next"
305,2,"Ken Bone at 1:24:50
You're welcome."
306,1,"""Tell me something you respect about your opponent""
Hillary: I like his kids
Trump: I admire her will to fight
Here we can see that she just hates him for no reason."
307,1,"Trump took the high road in response to the last question.  He gave Hillary 
a compliment.  She took the low road and complimented his kids."
308,0,"God Trump is your new President now ! ♥
*Go look at the video on my channel where Ann Coulter was laughed at when 
she said Trump will win (If you want to of course)*"
309,0,"trump is roasting hillary she really doesnt know what shes talking about im 
really happy to see mr trump as our president"
310,2,She knew that women was a teacher
311,2,"I am soo happy, that Hillary is not the next president of the USA.
But I am not overhasty: Let see how D. Trump is acting.
Maybe he will be bent up by the US-regime or when he'll not do what they 
wand he will maybe end like JF Kennedy.
Let see what the future will bring, I am optimistic, because of that the 
Killary Lady is not the next president. But the future is not written, we 
will see how it will be.
I hope D. Trump will kick all those bastards out the government and media, 
that work against the own population."
312,2,"Should have voted for Cunton. Ya'll gonna' starve when that gatorade hits 
the crops."
313,1,"Even if you do not like him Trump is the man for the job not hillary that's 
why he got elected. Hillary has been in business for 30 years and look 
where we are, nowhere."
314,2,Neither of them answered the first damn question.
315,2,"When she smiles while Donald is attacking her i feel like the devil is in 
her. She looks like Satan and thank god She's never going to be President"
316,2,"That Muslim lady is more like 4 or 5 Muslims in one. She's extremely well 
fed and that is thanks to the United States."
317,2,"hillery created i.s,i,s"
318,2,"EPIC RAP BATTLES OF HISTORYYYY! Dwonald TWUMP... VERSUS.... Celery 
Clintonnnn"
319,2,cant wait to see what the zapruder film looks like in full 1080p...
320,2,"Those moderators should be ashamed of themselves and never be allowed to 
moderate a presidential debate ever again. Horribly biased and 
unprofessional. Disgusting."
321,2,fdp fdp fdp fdp beach
322,0,NOW HE IS OUR PRESIDENT !!! GO TRUMP!!!! YOU DID IT 👍🏻👍🏻
323,2,this is HILLARYous😂😂😂😂
324,2,"The way I see it, Trump isn't interested in fighting wars against any 
country. He would rather do business, make new friendships, strengthen 
existing friendships and improve financial cooperation with all in any way 
he can. He looks at the world through the eyes of a successful businessman, 
who also happens to care for his people, and who wants to improve their 
lives. So, grandma, it' time you went home and fed your cats. Let serious 
people do serious, responsible jobs."
325,2,Ken bone time stamp
326,0,36:17 - Trump moved on that chair like a bitch.
327,2,Balls are back in town.
328,2,Donald Donald Donald Seems like a Great man.
329,2,"Look at the chubby guy on the right. It looks, like his face is melted onto 
another guys head 28:53"
330,2,"Clinton and Trump: they were both disgusting. Are the Americans
think about creating a systems which allows for better
candidates?"
331,0,"19:20 You better follow through Trump. Snowden had to GTFO for exposing 
wrong doing by CIA, HRC causes a War, knowingly provided arms to ISIS via 
Saudi Arabia, Rigs the DNC, gets off with a slap on the wrist.

Trump ain't perfect, but he better follow through on this"
332,2,"if i was an american i would have shot myself while hearing such a pathetic 
illiterate debate."
333,2,"NAFTA is a disaster for the world, Trumph spoken the truth"
334,2,"*** Tulsi 2020 ***
Tulsi Gabbard for US President backed up by Nina Turner & Bernie Sanders"
335,2,"um no everything she says and has done has been corrupt and lies. do your 
research Alex."
336,0,TRUMP TRUMP TRUMP TRUMP
337,0,"Trump, what did the deficit of last year have to do with the question? 
which was probably aimed towards you."
338,2,"we want war mr donald, lets start fighting..."
339,2,"this crying woman did she lie that she was only to see questions. when Dona 
Brazile gave you her question."
340,0,"trump aaa mmmmmm wait wait MR. TRUMP defeat those two stupids democrat 
moderators and the questions for sure killary knew he defeat 91% corrupt 
media he defeat the Clinton machine and their corruption he defeat the odds 
against him by January his going to be our president deal with it"
341,1,Hillary will imprisoned by Trump?
342,2,she makes me think of judy from zootopia
343,2,"Yes i agree with Hillary we all have a place in America except u Hillary in 
white house.u belong in jail for murder our people in Benghazi and that 
over turn me. you are a very smart women and extremely intelligent and well 
spoken women but again it's very sad and careless for what happen in 
Benghazi .we all make mistake but murder is something that the low needs to 
take care of. Your husband made a mistake and his mistake its to one level 
and easy to let go at list for me and it was a personal or family situation 
but Benghazi it's us.Also i like to congratulate Trump and i hope his 
taking America much much serious then he appear and bring America back cas 
it's a disaster and for me personally i didn't have a president for 8 
years, sad to say but yes I felt that way."
344,1,anyone noticed that fly over hillary's face (her eyebrow) at 14:46
345,1,Donald Trump vs Hillary Clinton Intense debate
346,0,when Trump go low... Clinton go lower... lol
347,2,"only a criminal like CROOK Reid  bellyached when  the FBI exposed  Billary 
Slickwilly as national security criminals, and, CROOK Reid has a lifetime 
of  taking bribes..."
348,2,"how could ya respond to everything else but not notice that he can barely 
answer the questions that are being asked. instead puts Hillary down on her 
flaws. like ya are a fucqn joke and its sad that ya believe this man is 
funny"
349,2,"Stop saying America, your country, if you had not noticed, it's United 
States"
350,2,Where'd Matt Lauer go?
351,2,Lolwut 1:04:42
352,2,"Hi I have a capital that will be used to grant loans between particular 
short and long term, ranging from € 5000 to € 1,000,000 to any serious and 
honest person in urgent need of money. 1.5 a 2% interest year depending on 
the amount lent because being particular I do not want to violate the law 
on usury. You can pay up to 3 to 25 years depending on the amount loaned. 
It is up to you to see for monthly payments. I only ask for a handwritten 
certified debt and also some parts to provide. So for those with a 
guarantee or guarantor in the european union will be able to receive their 
loan without prepaid expenses within a time limit of 72h You are bank 
prohibited and you do not have the favor of banks, or better you have a 
Project and financing need, bad credit or need money to pay bills, funds to 
invest on business.So if you need credit do not hesitate to contact me to 
learn more about my terms. Please contact me directly by Email: 
Nadiabella1708@gmail.comPS: non-serious people refrain"
353,2,I see this debate again and realize how truly biased NBC really was.
354,1,aww when hillary smiles I smile I love hillary (im from england)
355,2,"Hillary Rodham Clinton made a choice for a winning campaign. Barack Obama 
won't make it easy for Mrs. Clinton to win the election for November 8 2016 
because as a first african american president her role as first woman 
president his people want the honor and privilege as first. I voted to earn 
my respect."
356,1,"Yeah right.....turns out Donna Brazille was feeding Hillary the questions 
in advance here.....so glad Trump won."
357,0,"This is so gratifying to watch again now that Trump is now the President 
elect!"
358,2,Amazing how a fly lands on her face.
359,2,you is a play soccer Mai is peter
360,2,Wooooah this is personal
361,2,"Donald trump listen here you can't be talking right now you said you going 
to build a wall on the southern border well no your wrong because I live on 
the southern part of the USA I live in ga so you are building a wall in 
between southern border in the USA in Mexico no you going to make Mexican 
people more angrier and we we'll stop that wall because I guarantee you 
that Mexico is not paying for that wall so you don't know what you are 
doing as a president I want a dog to win then you I bet it is more 
responsible than you and you races and I'm black I'm not going to Africa I 
was born in America for 12 years now and you going to stop immigrants 
entering the United States of America and you said you are going to bomb 
the sh*t out of isis Let's see and find out what you going to do the next 
few years and if a dog is running for president when the 4 years are over 
I'm going to pick the dog for president a dog is better than you"
362,2,"I can vote, but better to give my heart to God, not politicians. ""God.."" 
""will continue to regard, the hearts of men as His own, His exclusive 
possession. All else, whether pertaining to land or sea, whether riches or 
glory, He hath bequeathed unto the Kings and rulers of the earth."" - 
Baha’u’llah in Gleanings"
363,2,Hillery Clinton erase email she did
364,2,The hilary effect woodside ca
365,2,lol that last question
366,2,So glad she lost
367,2,Her smile is creepy...
368,2,Such bullcrap
369,2,"Donald really know how to answer debate onto Hillary but I still wont vote 
Trump"
370,2,she thinks its funny
371,0,"1:05:55 So happy Trump won, that female debate moderator is so biased! She 
tries to answer questions Trump poses for Hillary - ridiculous. Again, so 
happy the media got him elected."
372,2,想看弹幕，嘤嘤嘤：（
373,2,Dr jakir naik
374,2,Легчайшая для Трампа
375,0,WTF..... Trump dumb
376,2,Worst debates ever.
377,1,"Don't support Trump, I think he's no different from the rest of them. But 
glad he brought up Bill and his scandals and how Hillary basically cleared 
him. He should have mentioned how she blackmailed a woman bill was having 
an affair with who worked at the White House as well.. Just a shame that 
trump himself has sexual allegations and was happy to play golf with Bill, 
for Hillary and Bill to attend his wedding(S) and that trump and Hillary go 
way back, to the 60s. But Hillary had way too much censorship and 
protection. Warmongering scum bag"
378,2,"OMG I cant believe this is USA that people have worst ethic when they 
compiting for power. our country is way better than USA, in terms of ethic"
379,0,trump is god
380,2,God bless America 
381,0,Thumbs up if u a watching after Trump won :)
382,2,"Im sure the entire world is very jealous now, cause they can not have such 
a racist and such a sexual predator for president as the american people."
383,2,Fly 14:49
384,2,go to hill Trumb
385,0,grow up donald trump.. so imature
386,2,Clinton👍👍👍👍
387,2,HITLER 2
388,2,Idea
389,0,trump won he is the best
390,2,Have presidential debates always been this retarded?
391,2,anna
392,2,This is debating?
393,2,"Well now we know debates don't matter! I am Australian I hated both 
candidates however Clinton won all 3 debates."
394,2,"can you help me get 500 subs whit no videos.if i hit the 500 subs i whil 
give you a shoutout!"
395,2,"""America is great because America is good."
396,2,"Why media is being so unfair to Donald trump. They are interrupting him but 
not Clinton why ? So finally he wins and big slap to media who were 
continuously against him."
397,2,"No sexual predator, racist, women abuser, and charlatan like trump can be a 
good president."
398,2,I don't like either of them 😒
399,2,"if the only 2 candidates were Hitler and Stalin the American people would 
vote for one of them before overthrowing the corrupt government!!!!"
400,2,America was never great the first go round..
401,0,"11/8/2016 This election is to close. This is SAD! Shame on the uneducated 
that didn't know Donald Trump and voted for him!"
402,2,"Nice: Americans have the choice to vote for the devil or a moron. Better 
rennounce your American citizenship and emmigrate."
403,2,"324,948,948 people and these 2 are all you came up with"
404,0,"Trump interrupts continuously, but Hillary did interrupt him- ONCE! It 
shows Trump lacks self-control, which is exactly why he shouldn't be 
president."
405,2,its a boy!
406,2,"He need to win 4 years later as an oldest President elect. Take a vegan 
diet. It will be something for health and very accurate. ""French"" fries 
forever!!!"
407,2,i see Ken Bone muthafuckas!!!!!
408,2,"I like videos with the title indicating someone got DESTROYED! This is not 
click-baity enough, disliked."
409,2,"Thank you Donald. Without you we'd be stuck with this crazy bitch! Thanks 
for beating her ass for us, it wasn't easy for you but thanks for doing it!"
410,2,"That first answer by Hillary was a load of BS and did not answer the 
question the lady had about the immaturity of the elective candidates 
bringing an unprofessional wrong message to their kids.
That is why she lost the election. Fraud BS her way through it type 
answers. lol"
411,2,Goodbye America!
412,2,HE WON😄😃
413,2,"I really love the moment by Mr. Trumps responds back to NBC folks when he 
was replying the questions and suddenly interfered by the media and stopped 
to do so.""[12:01 onward]. ""she allows to do that but I am not allowed to 
respond.."". Wonderful. He just obeyed the situation. Great and wonderful 
Mr. Trumps.. He should be the President of United States."
414,2,"well, well, well. Do you big mouth fact less sjws see what you've done. The 
men came out in mass to vote. So, all the problems minorities have are the 
white makes fault. Black lives mater. The year of the woman. HAH! You put 
him in office with your pointless non fact based opinions. Black lives 
mater? Apparently not enough for blacks to get out and vote. I lost any 
sympathy I may have had for the plight of the black. And feminist and 
people with sexual identity disorders blew off at the mouth so much that 
now it's 1955 for them. We got just what we deserved."
415,0,donald trump ripped her bad on that one damn...
416,2,The Tears are tasty
417,2,I think I would make a better president ... 💀🃏
418,2,"some bad things were done under the Obama administration (Libya, Syria, 
support to the zionist regime, failure to increase gun control...), but 
given how poor these two candidates are, I think Obama will be missed when 
he leaves (i speak as a foreigner)"
419,2,Hahahahah Donald all the way baby
420,0,trump wins
421,2,sniff sniff sniff sniff sniff.
422,2,Per 30 minutes salary
423,2,br comenta ai
424,0,TRUMP IS WINNING
425,2,"Trump win. 😱😱😱😱😱😨😨😨😨😨😨
I don't like him
but I also don't like Hillary"
426,2,I love USA!
427,2,14:49 man God is speaking. Everybody knows where flies are found.
428,2,Lizzza Joshua for president lol
429,2,when Donald followed Hilary😂
430,0,Don't vote for trump
431,2,"CONGRATULATIONS Mrs. President - HILARY..

Regards!..

Donal DUMP

Lol.."
432,2,"This is the time to take back our usa if we don't do some thing soon we 
wont have a country will just own a debt nation laying in corruption and 
word in the say so."
433,2,I am fr.o.m. Swe
434,2,"What would be the outcome? A Moron or Hitlary? God bless America..hopefully 
even after today!"
435,2,"42:09 We have many criminal Illegal 
Aliens......................................"
436,1,"14:45 Fly for Hillary, Sparrow for Bernie."
437,0,"TRUMP IS WINNING'

MAGA MAGA MAGA MAGA MAGA MAGA MAGA MAGA MAGA MAGA MAGA"
438,2,"So the fema camps, the election fraud, the marcial law, and the antichrist 
obama and his muslims brothers taking over united states are not happenig 
anymore, as many allready said it? Saad! Its everything over then? Can i 
get out of my hole now? is it safe to come outside now?"
439,0,we won't be in school if trump is pris
440,2,"Please sub me and I will sub you back please reply to me that you have 
subed :)"
441,1,Hillary contains 0 sincerity in 100% of her statements.
442,0,And trump wins yay😭😭😭😭😭🔫🔫🔫🔫
443,0,"The plan is:
Trump has a giant debt... is a candidate to lose and thus have their debts 
eliminated."
444,2,Marco!
445,1,"NBC soooo blatantly biased towards Hillary wtf, scandalous. GOOD THING 
DONALD WON LETS GO"
446,2,48:41 +raises shades+ heLLO... O_ O
447,2,What was the last peacetime president of US? ehhhh.
448,0,President Donald Trump
449,2,q merda em
450,1,Hillary Salva a México 🌎
451,2,They literally don't answer questions they ignore them and say other stuff
452,0,Trump's winning bitch!
453,1,GO HILLARY CLINTON LOVE YOU
454,1,"Well, He Said Hell Help Us Including Hillary But What About Annoymus The 
Hackers What Will you Do About Them???"
455,2,Goodyear
456,2,TRUMO IS WINNING BITCH
457,2,I vote for haillary Clinton Donald tump is dumb and crazy
458,0,nope trump can't dill with him😈😈😡😡 Donald j trump
459,2,YES AAHA
460,0,F Donald Trump
461,0,Trump 2016 #HillaryForPrison
462,0,trump cuiliaaaooo
463,0,Trump is now president!!!!!
464,2,JAIL
465,2,booooo
466,0,if donald trump ids the president i would move to europe right away
467,0,trump is smart!! the hosts are biased!
468,2,KDT
469,2,You clicked here for 20:10
470,2,"thumbs up to US citizens, made a perfect decision for themselves"
471,1,"hillary u bitch talkin about russian bombs ur family dropping bombs around 
whole world since 90s"
472,1,lol Wiki leaks showed that hillary had these questions ahead of time
473,0,Donald Trump cheats
474,1,DonaldTrump and Hillary Clinton it s lilith and azazel.......TWO DAEMON....
475,0,screw trump he should die in a hole
476,1,"1:22:34 Hillary's adderall/Modafinil wearing off...she looks to be eyes 
heavy out of it. God I've never hated someone so much."
477,2,"Dislike the man, he's not a politician. We get it. However, his charisma is 
unchallenged in this. Clinton let him off the hook. She wasn't good enough 
to stand up to his anger. I hope for the best and expect the worst."
478,2,I thought I was watching SNL for a minute. So many shots fired.
479,2,"From the Transcript: 
WE SAW THOSE QUESTIONS FOR THE FIRST TIME THIS MORNING.
ANDERSON AND I, AND OUR TEAM FROM ABC AND CNN ARE THE ONLY
ONES WHO HAVE SEEN THEM. -pull the other one !!!"
480,2,Crooked mainstream media
481,2,Oh Americans. I wasn't surprised that you can be this stupid
482,2,"All americans should be ashame of that sexual predator and racist idiot 
trump. He is a national ambarrasment and a disgrace."
483,1,"I love it when Trumps says ""good, it's 1 against 3"". CNN sucks, I watch it 
too see what the enemy is doing. Trump beat CROOKED hillary because she 
sucks and her husband is a loser and they couldn't trick anybody."
484,2,Did you see that fly land on her face at 14:49?
485,2,"Every american needs to watch the youtube video called...the border 
crisis-the real impact or illegal immigration"
486,2,"How ppl can trust blindly this woman? He doenst try to hide his 
personality, but Hilary seems like a psycho."
487,0,"Non American here. Hillary won all 3 debates and the most votes in the 
election but Donald Trump is President Elect. WOW!"
488,2,Listen to vangelish aton 1
489,2,"am I the only one that think they look like an old couple fighting each 
other but both of 'em are wrong? i think i am alone to ship them .. 🤐"
490,0,"I hear that Donald Trump is follower illuminati/freemason, is it right?."
491,1,"Hillary is a demon lizard wearing a human costume that she ripped off 
someone...






Qua the hate"
492,2,"I don`t know why ... but I think Hillary is a really evil person, who could 
lead america into a next big war"
493,2,"This is the beginning of the end I'm actually really scared what's going to 
happen if either of them win... innocent lives are going to be punished for 
their faults! we should be allowed to vote for a new candidate with fresh 
blood and who has our best interests at heart."
494,2,this debate is such a joke
495,2,"**ATTENTION** NEWS FLASH TURNS OUT CNN JUST TURNED IN QUESTIONS FOR THE 
DEBATE. RIGHT BEFORE THE FKING DEBATE. LMFAO CROOKED HILLARY AT IT AGAIN"
496,2,Vote for me I'll turn the White House into a trap house.
497,2,"1:04:41 
When you're a cameraman but you fall asleep on the 'zoom' button..."
498,2,I vote to the man who did the last speach from the arena...
499,2,"Good luck USA... 
No matter who gonna win this Election. Both ways are bad.
Nore Hillary or Trump were the best choice running for President."
500,2,her teeth look discussing
501,2,"People please do some research on who HUMA is?  Anonymous exposed her. 
Little Jihadist Wench!"
502,0,Screw Donald Trump
503,2,I feel really bad for the guy asking the questions
504,2,"I think in this debate we saw one candidate keep totally cool, calm and 
collected in the face of deeply personal insults and then roll out a vast 
array of well-evidenced arguments and policies. Who do you want 
representing the USA at international negotiations on climate measures, 
trade agreements or peacekeeping missions?"
505,2,"NBC News 
NBC News 
Subscribe267,322"
506,2,"how creative 😂😂

i agree with she"
507,2,"What's with those 33 thousand letters Hilary Clinton supposedly deleted?I'm 
not American so I didn't get what they were talking about"
508,2,"""GREAT CHOICE FOR AMERICA"" ... if the only rival candidate is thus 
controversial to most fellows that ""SHE DEVIL"" automatically makes the 
goal. Good luck America and may God bless everyone who' s worth it."
509,0,"Is it possible to cut down tax provisions from 35% to 15% by trump? ? I 
don't think so.. What would you say!! Trump is very aggressive with his 
debate. . to seek a leadership position in a country like America that 
person needs to have lot of patience & Intelligence, Aggressive actions 
doesn't work!!"
510,2,"Trump is a traitor to democracy, a racist, and a sexual predator. Nobody 
needs a man like him."
511,1,go trump forget Hillary
512,2,l like Donald
513,2,Where's Ken Bone
514,2,Vote here for President: http://www.strawpoll.me/11578285
515,2,20:16 ouch Hillary just got destroyed lol
516,2,"""America is great because she is good if she ceases to be good she ceases 
to be great."""
517,2,"who comment this video:
30% americans
70% another planet"
518,0,"- 14:32    Moderators immediately quiet people cheering about what Trump 
said.        -15:16 Nothing is said when the Hilldawg fans cheer about what 
she said.            you guys, Trump may have a point about this rigged 
system. If you actually look into who funds her, you can see what he 
means. Donald is shaking their nest and you can see republicans and 
democrats coming out against him like little rats getting their home torn 
apart, because evil doesn't pick a party. Its funny though, the workers of 
this nation support him, for example the over 15,000 border patrolmen who 
agree that the illegal immigration is an epidemic. Check the facts. Don't 
just vote against Trump because that's what CNN and SNL tell you to do."
519,2,"Wow, I love the part when Donald was lowkey dissing President Clinton and 
he was just in the audience like ""This bish did not"""
520,2,"Gee, he wants to lower corporate taxes and get rid of regulations. Could 
this possibly be to benefit him?"
521,2,"https://42.slde.io/2c4e5e6c
slide apps download...:)"
522,0,Last time I check Trump was American not an Asian
523,2,i hat dontarp he is bad praitu
524,0,Trump looks so tired and sad i'm nearly sorry for him
525,1,"after what everything Hillary Clinton Did i am really not voting for her im 
voting for trump"
526,2,I would recommend watching these debates from start to finish.
527,2,Stupid americans. The slaves of jews.
528,2,"people ask questins and the answers are : SHE HE SHE HE SHE HE ,welcome in 
clown fiesta"
529,2,"This will be a collectible for this EPIC Presidential Race

https://www.amazon.com/Button-12-Donald-Wacky-Funny-Novelties-Wholesale/dp/B01KYD8ZIQ
"
530,2,"I believe that Californians also vote on other issues at the same time  - 
one this time that in all porn movies made there they must wear condoms or 
not. Now Bill Clinton has bonked several hundred Democrat women and has 
said ""Everybody knows I don't use a condom"". I fully expect to wake up 
tomorrow to find out that we must all wear condoms but the Clintons are 
excepted because that have pulled the wool over our eyes again."
531,2,"Go, America. We can do it. Strong and great country."
532,2,14:49 a fly on Clinton's face lol
533,1,"Hillary is a big liar
... hosts are biased and give Hillary more chance ....she never uses 
Radical Islam..."
534,1,19:51 Hillary made a fat joke about Trump😆
535,2,"After watching the 1st 20 minutes of this, im reminded of a very informed 
quote from a local radio dj, which says
""Their personalities are more informantive than recarnating milk in a 
mothers womb. There is more of a chance of becoming an elepthesis, or 
becomimg a patrametis. Now, there may be some people in this world who can 
recarnate.""
The quote was then interupted by a caller on his radio show, but i think 
that quote is very fitting here regarding these two."
536,2,"This is how bad the Us has gotten. All worried about making everyone feel 
good and covers everything up like a blanket. This is just flat out stupid. 
The people of the US has become p****s Sorry, not really"
537,2,Imagine if both of them got equal amount of votes...
538,1,I hope Hillary Clinton wins the debate
539,2,okay how will lower our taxes or raise them?
540,2,"First 15 mins into this debate and I can't believe these are the best 
candidates we could produce out of the roughly 250 million US born 
Americans. This is gona be a sad walk to the polls and even sadder walk 
back home."
541,0,"holy god, someone give trump a handkerchief"
542,2,So obvious the commentators are on her side
543,0,trump
544,2,rather a dumbfuck than a corrupt bitch.
545,2,I'm so glad I am not an American
546,1,"Who cares if he apologizes or not. Hillary wants to make America into a 
bunch of weak panzies lol."
547,1,"Trump is passionate and sincer. He can back up people with calculated 
progressive plans. Hillary is 100% corrupted. And would not listen to the 
people, nor experts trying to make a positive change. Pls comment your own 
view."
548,2,A turd sandwich is a turd sandwich and that fly knows it
549,1,Hillary.......go
550,2,"Mario Party 10 is really fun. We played yesterday with the family, I was 
Luigi and I can't tell you the bad luck I had. Lost all my stars in the 
last turn because of a Bowser mini game, grrr, can be frustrating but 
really fun"
551,1,"Hillary will say absolutely anything to please everybody even if it's not 
her actual belief and on the other hand Donald tells the truth about pretty 
much everything, but has absolutely no filter and says what ever he wants."
552,2,THE SHADE THE SHADE THE SHADE. #SIDE EYE
553,2,"I wonder how many more people Donald could employ by halting all foreign 
business, and using American workers for every step of his financial 
success. The whole reason for the sliding economy is because so many 
companies choose lower taxes, less, or no environmental protection, and 
few regulations. Why is China broke? Why is America broke? Because all the 
rich people in both countries are just using the working people."
554,2,KEN BONE
555,0,the heck why trump is a racist
556,2,"I see this as follows:
Better to have no shoes than no feet.
Trump wins = 3rd World war or worse, total scrapping of the human 
race...why do you think Russia is so eager to have this guy as a puppet???
Hillary is not great either, but come on...Trump is much more dangerous and 
could lead to a global disaster."
557,2,who else is crying
558,2,"Well... I've watched these debates for too long and the only one thing I'll 
say that I can't envy American people because they're going make a very 
difficult decision which will definitely change the life of their country 
at all. Dear Americans, wish you all the best and hope that you'll choose 
those president who is really interested in making the US strong and happy. 
(Sorry for my horrible English because I'm just a simple girl from Ukraine)

P.S.: I've never seen such cruel debates when both of candidates are 
offending each other using all polite facilities and incorrect ones. 
However,I got a great pleasure watching these debates ;)"
